District,Taluka,UC,Deh,Settlement,Latitude,Longitude,Sensitive Receptor (within 200m),SMP,
Matiari,Matiari,Tajpur,Soomra,Kot Nawab Manzoor,25.5005224,68.5956314,"School, Mosque, Lakes",NRSP,
Matiari,Matiari,Tajpur,Keti,Muhammad Ramzan Siyal,25.5036678,68.6002386,Mosque,NRSP,
Matiari,Matiari,Tajpur,Keti,Muharam Siyal,25.505969,68.6004546,Lake,NRSP,
Matiari,Matiari,Odero Lal station,Buhriyon,Shahdad jat,25.6421056,68.5646,Minor canal,NRSP,
Matiari,Matiari,Odero Lal station,Buhriyon,Miandad sahuwal,25.6237488,68.5862433,Minor canal,NRSP,
Matiari,Saeedabad,Faqeerabad,Manahi ,Gul badin,25.9728777,68.3620188,Mosque,NRSP,
Matiari,Hala,Khando ,Salaro,Achi masjid ,25.756087,68.4190548,Mosque,NRSP,
Matiari,Hala,Khando ,Khando ,Salamat Khoso ,25.7383302,68.4291323,Mosque,NRSP,
Matiari,Matiari,Tajpur,Keti,Kot Jani Shaha,25.5073311,68.6042997,Mosque,NRSP,
Matiari,Hala,Khando,Khando,Jaam Khoso,25.7647959,68.454005,Mosque,NRSP,
Matiari,Hala,Khando,Salaro,Lakha Dino Khoso,25.7496195,68.4306122,Mosque,NRSP,
Matiari,Hala,Khando,Char,Fared khokher,25.7645712,68.4542477,Mosque,NRSP,
Matiari,Matiari,Sekhat,Sekhat,Wali Muhammad Jat,25.6454728,68.5197473,"Mosque, School",NRSP,
Matiari,Matiari,Tajpur,Keti,Kot Zahid Shah,25.4935417,68.60521,NA,NRSP,
Matiari,Matiari,Tajpur,Keti,Rasool Bux Khoso,25.486238,68.6034684,NA,NRSP,
Matiari,Hala,Karam khan nizamani ,Kalri,Allah waryao khaskheli ,25.8442247,68.4622889,Mosque,NRSP,
Matiari,Hala,Fateh Muhammad shah Ajnani ,Veerato,115,25.8558078,68.4576725,School govt school ,NRSP,
Matiari,Hala,Karam Khan Nizamani,Banglow,Kot Jafer Sahto,25.8817662,68.4762556,Govt school,NRSP,
Matiari,Matiari,Sekhat,Bhanoki,Jalal Thari,25.6708388,68.5091579,Mosque,NRSP,
Matiari,Hala,Khando ,Char,Gulab Raho,25.7813719,68.4666062,Govt school ,NRSP,
Matiari,Matiari,Odero Lal village,Khorkhani,Moharam khoso,25.7076097,68.5736366,NA,NRSP,
Matiari,Matiari,Odero Lal station,Khudi,Kot khamiso sahuwal,25.6126001,68.573762,NA,NRSP,
Matiari,Matiari,Odero Lal station,Saeedpur,Bhooro hajano,25.5992314,68.6335276,NA,NRSP,
Matiari,Matiari,Odero Lal station,Buhriyon,Juryo khan khoso,25.619878,68.5656941,NA,NRSP,
Matiari,Matiari,Odero Lal station,Saeedpur,Farsi farm,25.6093442,68.6271683,NA,NRSP,
Matiari,Matiari,Odero Lal station,Saeedpur,Ishaq chhuto,25.6226059,68.6393303,NA,NRSP,
Matiari,Matiari,Odero lal station,Saeedpur,Guhram Khan baloch,25.6198845,68.6461359,NA,NRSP,
Matiari,Matiari,Sher Mohammed thorha,Khyberani,Haji Ahmed rind,25.685863,68.5241322,NA,NRSP,
Matiari,Matiari,Odero Lal station,Buhriyon,Ishaq burdi,25.6191663,68.5778957,NA,NRSP,
Matiari,Matiari,Oderolal station,Mubarkh Wah,Hala haweli,25.5832762,68.6471856,Mosque,NRSP,
Matiari,Matiari,Tajpur,Soomra,Gulab Ddawachh,25.5020298,68.5788302,River,NRSP,
Matiari,Matiari,Tajpur,Soomra,Muhammad Khan Khoso,25.5048604,68.5811825,"Mosque, School, River",NRSP,
Matiari,Matiari,Baudero,Sattar,Jauffar Mirbahar,25.6054902,68.478713,"Mosque,",NRSP,
Matiari,Hala,Karam khan Nizamani,Banglow,Sultan Sahto,25.8835324,68.4600907,Govt school mosque,NRSP,
Matiari,Matiari,Odero Lal station,Saeedpur,Haji juma Khan Baloch,25.6124833,68.6443768,NA,NRSP,
Matiari,Matiari,Odero Lal village,Khorkhani,Raheem khorkhani,25.7128761,68.5855012,,NRSP,
Matiari,Matiari,Odero Lal village,Khorkhani,Chanesar khoso,25.7145228,68.5771526,NA,NRSP,
Matiari,Matiari,Faqir nooh hothiyani,Wasan,Abbasi farm,25.7393489,68.5422121,NA,NRSP,
Matiari,Matiari,Odero Lal station,Buhriyon,Haji shahok,25.6401627,68.5734221,NA,NRSP,
Matiari,Hala,Khando ,Salaro ,Mitho Rahu,25.7826635,68.4557088,Mosque,NRSP,
Matiari,Hala,Khando ,Charr,Loung Raho ,25.778288,68.4544221,Govt school,NRSP,
Matiari,Hala,Khando ,Char ,Sideq Raho,25.7905687,68.4549329,Govt school,NRSP,
Matiari,Matiari,Tajpur,Soomra,Sanghar Soomro,25.5045898,68.5851446,"Mosque, School",NRSP,
Matiari,Matiari,Tajpur,Soomra,Dadlo Hajano,25.5960008,68.4400131,1,NRSP,
Matiari,Matiari,Shahpur,Sipki,Ghulam Qadir Mari,25.4787722,68.5346947,"Mosque,",NRSP,
Matiari,Matiari,Bau Khan Pathan,Sultanpur,"Bau Khan Pathan (Seth Muhammad Parro, Ward-01)",25.6063284,68.5954008,"School, Mosque, Hospital,",NRSP,
Matiari,Matiari,Sekhat,Bhanoki,Nim Khoso,25.6715477,68.520063,NA,NRSP,
Matiari,Matiari,Sekhat,Bhanoki,Sher Khan Khoso,25.6650771,68.519217,"School, River",NRSP,
Matiari,Matiari,Sekhat,Sekhat,Aakhoond jo Kooh,25.6583876,68.5408594,"Mosque, School, River",NRSP,
Matiari,Matiari,Tajpur,Keti,Kot Adil Shah,25.505831,68.6075846,"Mosque,",NRSP,
Matiari,Matiari,Tajpur,Keti,Haji Rafique Rahoo,25.5084342,68.611436,NA,NRSP,
Matiari,Matiari,Shahpur @ Arif Khatiyan,Shahpur,Mitho Khaskheli (Parro Kamil Khoso),25.533665,68.5624605,"School, Mosque, River",NRSP,
Matiari,Hala,Khando,Chhar,Golo macchi,25.7755803,68.4701004,Mosque,NRSP,
Matiari,Matiari,Arif Khatiyan,Arif Khatiyan,Deen Muhammad Unarr (Kolhi Parro),25.4918773,68.5410572,"Mosque, School",NRSP,
Matiari,Matiari,Arif Khatiyan,Arif Khatiyan,Deen Muhammad Unarr Village,25.4922148,68.5436188,Mosque and School,NRSP,
Matiari,Matiari,Bau Khan Pathan,Panhwarki,Kanbhu Bbatti (Kolhi Parro),25.5607019,68.5785161,"School,",NRSP,
Matiari,Matiari,Bau Khan Pathan,Panhwarki,Aloo Palejo (Kolhi Parro),25.574775,68.5858067,NA,NRSP,
Matiari,Matiari,Bau Khan Pathan,Pahnwarki,Lal Khan Barejo,25.5801147,68.5957304,Mosque,NRSP,
Matiari,Matiari,Bau Khan Pathan,Panhwarki,Muhammad Yousaf Khoso,25.5791411,68.6009714,"School, Mosque",NRSP,
Matiari,Matiari,Bau Khan Pathan,Panhwarki,Azeem Barejo,25.5833241,68.6030991,NA,NRSP,
Matiari,Matiari,Bau Khan Pathan,Panhwarki,Karim Bux Khoso,25.5869384,68.5992134,"School, Mosque",NRSP,
Matiari,Matiari,Odero Lal village,Khorkhani,Usman khoso,25.7133888,68.5822707,NA,NRSP,
Matiari,Matiari,Odero Lal village,Khorkhani,Mohammed khan khoso,25.715005,68.5761566,NA,NRSP,
Matiari,Matiari,Odero Lal village,Khorkhani,Allah warayo khaskheli,25.7070951,68.5659078,NA,NRSP,
Matiari,Matiari,Odero Lal village,Khorkhani,Budho dahri,25.7099069,68.5672196,NA,NRSP,
Matiari,Matiari,Odero Lal village,Nidhero,Daryah Khan dahri,25.7158911,68.5650168,NA,NRSP,
Matiari,Matiari,Odero Lal village,Khorkhani,Ghulam nabi cheema,25.7076077,68.5667921,NA,NRSP,
Matiari,Matiari,Odero Lal village,Odero,Mithoo dahri,25.7357246,68.5696263,NA,NRSP,
Matiari,Matiari,Sher Mohammed thorha,Khyberani,Kalyan band,25.7033156,68.5122584,NA,NRSP,
Matiari,Matiari,Odero Lal station,Saeedpur,Nabi bux chhuto,25.6261244,68.6125117,NA,NRSP,
Matiari,Matiari,Odero Lal station,Saeedpur,Ghulam Hussain shah talpur,25.5896507,68.6471944,NA,NRSP,
Matiari,Matiari,Odero Lal village,Khorkhani,Mukaram shah,25.7071669,68.5738792,NA,NRSP,
Matiari,Matiari,Jiandal Kot,Jakhri Joya,Haji Juman Bhambhro,25.5126834,68.5059925,"School, Mosque, River",NRSP,
Matiari,Matiari,Bau Khan Pathan,Panhwarki,Piyaro Khoso,25.5845284,68.5981076,"School, Mosque,",NRSP,
Matiari,Matiari,Bau Khan Pathan,Panhwarki,"Azam Jamali (Ward -2 Kolhi, Bheel Parro)",25.5612785,68.6172075,"Mosque,",NRSP,
Matiari,Matiari,Baudero,Sattar,Mir Hassan Khoso,25.5964917,68.4775767,"Mosque,",NRSP,
Matiari,Matiari,Bau Khan Pathan,Panhwarki,Raheem Khan Mir Jat,25.5659118,68.6266372,"Mosque, School,",NRSP,
Matiari,Matiari,Shahpur @ Arif Khatiyan,Sipki,Arif Khatiyan,25.480935,68.55444,"School, Mosque, Hospital, Residential, River",NRSP,
Matiari,Hala,Fateh Muhammad shah Ajnani ,Pir bilawaly ,Saeed khan laghari ,25.874043,68.3786394,Mosque,NRSP,
Matiari,Matiari,Baudero,Sattar,Rasheed Tagar,25.5939569,68.4687419,"School, Mosque",NRSP,
Matiari,Matiari,Palijani,Palijani,Kot Tahil Ram,25.5862774,68.5740376,"School, Mosque",NRSP,
Matiari,Matiari,Shahpur @ Arif Khatiyan,Sipki,Suleman Khatiyan,25.4742756,68.5397283,"School, Mosque River",NRSP,
Matiari,Matiari,Bau Khan Pathan,Sultanpur,Dost Muhammad Burfat,25.6059459,68.6035603,"School, Mosque, River",NRSP,
Matiari,Matiari,Bau Khan Pathan,Sultanpur,Ghulam Qadir Chhutto,25.6045354,68.6079497,"Mosque, School, River",NRSP,
Matiari,Matiari,Bau Khan Pathan,Sultanpur,Haji Naseer and Haji Hamzo,25.5952591,68.5973229,"School, Mosque,",NRSP,
Matiari,Matiari,Baudero,Sekhat,Kot Muhammad Siddique Samoo - 1,25.6204574,68.531781,River,NRSP,
Matiari,Matiari,Sekhat,S,Kot Ashique Memon,25.6205571,68.5362244,River,NRSP,
Matiari,Matiari,Sekhat,Panu,Kot Muhammad Siddique Samoo - 2,25.6333417,68.5366382,"Mosque,",NRSP,
Matiari,Matiari,Palijani,Ganag,Kot Khuda Dino (Bux) Detho,25.5870753,68.5237411,"Mosque,",NRSP,
Matiari,Matiari,Odero Lal station,Saeedpur,Hameed baladi,25.610726,68.6500757,NA,NRSP,
Matiari,Matiari,Sher Mohammed thorha,Thorha,Haji punhoon mirjat,25.6932551,68.5393173,NA,NRSP,
Matiari,Hala,Karan khan nizamani,Banglow ,Mahi mochi,25.8774528,68.4621494,Mosque,NRSP,
Matiari,Hala,Karam khan nizamani,Banglow,Ghulam Hussain laghari,25.8957188,68.4716309,Mosque,NRSP,
Matiari,Hala,Karam Khan nizamani,Banglow,Godher khokher ,25.8934333,68.4736066,Mosque ,NRSP,
Matiari,Saeedabad,Bhali Dino kaka,Kaka,Anb kaka,26.0292098,68.4059313,Mosque,NRSP,
Matiari,Saeedabad,Sakindarabad ,Jamli,Qadir bux jamali ,26.0269011,68.384012,Govt school,NRSP,
Matiari,Saeedabad,Bhali Dino kaka,Kaka,Khuda bux kaka,26.032169,68.4132081,Govt school,NRSP,
Matiari,Matiari,Shahpur @ Arif Khatiyan,Shahpur,Mitho Khaskheli (Baago Khoso Parro),25.5321287,68.5607233,"Mosque, School",NRSP,
Matiari,Matiari,Shahpur @ Arif Khatiyan,Shahpur,Mitho Barejo,25.5270396,68.5641276,"Mosque, School, River",NRSP,
Matiari,Matiari,Shahpur @ Arif Khatiyan,Shahpur,Allah Bachayo,25.5217471,68.5466148,"Mosque,",NRSP,
Matiari,Matiari,Shahpur @ Arif Khatiyan,Shahpur,Haji Muhammad Yousif,25.5246686,68.5540816,"Mosque, School,",NRSP,
Matiari,Matiari,Shahpur @ Arif Khatiyan,Shahpur,Shafih Muhammad,25.50208,68.5636471,"Mosque, River, School",NRSP,
Matiari,Saeedabad,Sakindarabad,Jamali,Sher khan jamali,26.0303925,68.3861816,Mosque,NRSP,
Matiari,Matiari,Palijani,Sohki,Kot Haji Muhammad Uris Soho,25.5517569,68.5386474,"School, Mosque, River",NRSP,
Matiari,Matiari,Palijani,Sohki,Loung Soho (Ahmed Khan Tagar),25.5538881,68.5330946,"Mosque, School, River",NRSP,
Matiari,Matiari,Palijani,Palijani,Kot Haji Pir Bux Soha,25.5535456,68.5595731,"Mosque, School River",NRSP,
Matiari,Matiari ,Bhahu Khan Pathan,Panh wariki,Muhib palijo,25.5733902,68.6079,,NRSP,
Matiari,Hala,Makhdoom joon Landhyun ,"
Khanoth ",Sukhio Mir jat ,25.7786954,68.4166255,,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Rano ,Mansora Depar ,25.9047436,68.4275254,,NRSP,
Matiari,Hala,Khando ,Salaro,Mehar Machi,25.7485359,68.4178183,,NRSP,
Matiari,Matiari ,Bau Khan Pathan,Panhwarki ,Haji Wali Mohammed Arain,25.5720659,68.5981712,,NRSP,
Matiari,Matiari ,Faqeer Noohthiyani,Wassan,Walidad Sahuwal,25.7088221,68.5204567,,NRSP,
Matiari,Saeedabad ,Old Saeedabad ,Fatehpur ,Nehal zaradri ,25.920854,68.3744881,,NRSP,
Matiari,Hala,Ajan shah,Ghoghat ,Muhammad Ramzan Lakho ,25.8436275,68.4934234,,NRSP,
Matiari,Hala,Ajan shah ,Ghoghat ,Chutoo Malokhani ,25.8260499,68.505887,,NRSP,
Matiari,Hala,Karam Khan nizamani ,Kalri ,"Qasim bughio 
",25.8576927,68.4917735,,NRSP,
Matiari,Hala ,Khando ,Rojhani ,Punhal jamali ,25.7952574,68.4405244,,NRSP,
Matiari,Hala,Khando ,Char ,Sher Muhammad sangrasi ,25.7829699,68.442488,,NRSP,
Matiari,Hala,Khando ,Char,Nabi bux jarah,25.7774999,68.4429687,,NRSP,
Matiari,Hala,Khando ,10,Mandhal jarh,25.7715906,68.4475607,,NRSP,
Matiari,Hala,Khando ,Char ,Salaro ,25.7484632,68.4447616,,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Rano,Koro Dahri ,25.827205,68.426154,,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Suhrab pur ,Tayab Dahri ,25.9094465,68.4440447,,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Giss,Bachal Uner,25.9242012,68.4457748,,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Giss,Abdul wahid burira ,25.9386649,68.4570992,,NRSP,
Matiari,Hala,Khando ,Char ,Jadam Bughio ,25.7547365,68.4669291,,NRSP,
Matiari,Hala,Khando ,Char ,Rais dural Khan khoso ,25.749604,68.4655949,,NRSP,
Matiari,Hala,Khando ,Char ,Mandhal jerh ,25.7836814,68.4432007,,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Rano,Abdul wahid burira ,25.8898308,68.4400048,,NRSP,
Matiari,Saeedabad ,Old Saeedabad ,Saeedabad ,Shahansha ,25.9444941,68.3591475,,NRSP,
Matiari,Saeedabad ,Zair pir ,Ahanjo,Mangio Chachar ,25.9604941,68.3934713,,NRSP,
Matiari,Saeedabad ,Zair pir ,Ahanjo ,Mevo chachar ,25.9597022,68.4021854,,NRSP,
Matiari,Matiari ,Zair pir ,Chachri ,Punhon uner ,25.9563054,68.4223106,,NRSP,
Matiari,Hala,Karam khan nizamani ,Kalri ,Karam khan nizamani ,25.8630046,68.4882576,Mosque ,NRSP,
Matiari,Hala,Karam khan nizamani ,"Nizamani 
",Yameen Aphn,25.8672142,68.5038851,Govt school ,NRSP,
Matiari,Hala,Karam khan nizamani ,Nizamani ,Ahmed Khan aphn,25.8645255,68.5142884,Govt School ,NRSP,
Matiari,Saeedabad ,Zair pir ,Chachari,Umeed Ali Lakho ,25.9498094,68.4120361,Mosque ,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Giss,Darho Hajano ,25.9341756,68.4295317,Mosque ,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Giss,Mohammad sideq sahtoo,25.939055,68.4055847,Near Daragah Ahmed shah,NRSP,
Matiari,Hala,Karam khan nizamani ,Kalri ,Darya khan bughio ,25.8505606,68.4934297,Govt school ,NRSP,
Matiari,Saeedabad ,faqeerabad ,G,Ilyas abreja ,25.9935385,68.3756141,Hospital ,NRSP,
Matiari,Saeedabad ,Bhali Dino kaka,Larah,Malok khaskheli ,26.001599,68.3880527,Govt school ,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Giss,Talib khaskheli ,25.9397979,68.4446308,Mosque ,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Giss,Gul Muhammad brohi ,25.9439107,68.4428539,Mosque ,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Giss ,Salam khan Rind,25.9334455,68.467993,Mosque ,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Giss,Kamil khan laghari ,25.9343705,68.4514221,Govt school ,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Suhrab pur ,Murad kamlo,25.924639,68.4049126,Mosque ,NRSP,
Matiari,Saeedabad ,Abdul wahid burira ,Suhrab pur ,Jadoo Ghahothi ,25.9214141,68.4175514,Mosque ,NRSP,
Matiari,Hala,Kahndo ,Salaro,Meer Bozdar ,25.7468049,68.4260349,Mosque ,NRSP,
Matiari,Hala ,Khando ,Salaro ,Mian dad khoso ,25.7436018,68.4230046,Mosque ,NRSP,
Matiari,Hala,Makhdoom joon Landhyun ,Khanoth ,Warayo matiwal khoso,25.7718667,68.3943899,Mosque ,NRSP,
Matiari,Hala,Khando ,Char,Mehar Faqeeer ,25.7751785,68.4642402,Govt school ,NRSP,
Matiari,Saeedabad ,Bhali Dino kaka ,Pengharo rayati,Phul kaka,26.0274521,68.3937271,Govt school ,NRSP,
Matiari,Saeedabad ,Bhali Dino kaka ,Pengharo ,Nabi bus khaskheli ,26.0253416,68.4036483,Mosque ,NRSP,
Mirpurkhas,Shujabad,Kaak,Kaak,Misri Faram,25.5059119,68.9320311,,NRSP,
Mirpurkhas,Hussain Bux Marri,Turk Ali Marri,105,Hussain Lodho,25.5421095,68.9111707,,NRSP,
Mirpurkhas,Hussain Bux Marri,Turk Ali Marri,104,Nawab Faram,25.5792468,68.9110818,,NRSP,
Mirpurkhas,Hussain Bux Marri,Turk Ali Marri,104,Zaffarabad,25.5841521,68.9015165,,NRSP,
Mirpurkhas,Hussain Bux Marri,Turk Ali Marri,106,Mumtazabad 2,25.541496,68.9724703,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,100,Umer Faqeer Baloch,25.5542312,69.002241,,NRSP,
Mirpurkhas,Hussain Bux Marri,Old Mirpur,117,Haji Malook Rajar,25.5549193,69.0441472,,NRSP,
Mirpurkhas,Shujabad,Khadim Ali Shah,Phadro,Lakho Panhwar,25.4766902,69.0486065,,NRSP,
Mirpurkhas,Shujabad,Dulatpur,Dulatpur,Dulat Leghari,25.4543074,68.9903078,,NRSP,
Mirpurkhas,Shujabad,Dulatpur,Dulatpur,Hoot Khan Laghari,25.4556307,68.9717962,,NRSP,
Mirpurkhas,Shujabad,Dulatpur,Dulatpur,Umar Bughio Farm,25.4467872,68.9531955,,NRSP,
Mirpurkhas,Shujabad,Dulatpur,Dadki,Majeed Bughio Farm,25.452736,68.9497261,,NRSP,
Mirpurkhas,Shujabad,Dulatpur,Sangro,Rasheed Bughio Farm,25.4626897,68.9466227,,NRSP,
Mirpurkhas,Shujabad,Dulatpur,Sangro,Gul Bughio,25.4648762,68.9375254,,NRSP,
Mirpurkhas,Shujabad,Kaak,Kaak,Shagan Patel,25.4814891,68.9529728,,NRSP,
Mirpurkhas,Shujabad,Kaak,Kaak,Natho Patel,25.4868672,68.9551831,,NRSP,
Mirpurkhas,Shujabad,Dulatpur,Phadro,Syad Ali Qutab Shah,25.4723367,69.024035,,NRSP,
Mirpurkhas,Shujabad,Dulatpur,Phadro,Syed Asghar Ali Shah,25.4756118,69.0330449,,NRSP,
Mirpurkhas,Shujabad,Makharn Samo,Chand Morio,Allah Bachayo Rajar,25.4126512,69.0398387,,NRSP,
Mirpurkhas,Shujabad,Makharn Samo,Munjri,Wali Muhammad Khatiyan,25.4132673,69.0664555,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,100,Dhani Bux Marri,25.6016827,69.0015331,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,113,Ali Hassan Dal,25.5773756,69.0110001,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,113,Wasand Dal,25.5717429,69.0144829,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,113,Mal Faqeer Dal,25.5676628,69.0157933,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,113,Rafique Dal,25.5663589,69.0158313,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,113,Rasool Bux Dal,25.5644123,69.0158672,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,113,Haji Lakhmir Dal,25.5569009,69.0024456,,NRSP,
Mirpurkhas,Digri,Soofan Shah,172,Soofan Shah,25.1324264,69.0952148,,NRSP,
Mirpurkhas,Digri,Soofan Shah,177,Mir Hyat Talpur,25.1778431,69.1295653,,NRSP,
Mirpurkhas,Digri,Mir Fateh Khan Talpur,181,Abdul Qyoom Khair,25.1183317,69.1511311,,NRSP,
Mirpurkhas,Kot Ghulam Muhammad,Muhammad Rafi Kachhelo,259,Mehar Boota,25.2121684,69.1922339,,NRSP,
Mirpurkhas,Kot Ghulam Muhammad,Muhammad Rafi Kachhelo,260,Haji Sidique Chodri,25.176098,69.2103397,,NRSP,
Mirpurkhas,Hussain Bux Marri,Turk Ali Marri,106,Mumtazabad 1,25.5410075,68.970395,,NRSP,
Mirpurkhas,Hussain Bux Marri,Turk Ali Marri,105,Mureed Lodho,25.545077,68.9157904,,NRSP,
Mirpurkhas,Hussain Bux Marri,Old Mirpur,115,Yaqoob Jinji,25.5753687,69.0599648,,NRSP,
Mirpurkhas,Hussain Bux Marri,Old Mirpur,115,Muhammad Khalid Pahnwar,25.5732574,69.0572482,,NRSP,
Mirpurkhas,Sindhri,Jellani 6,Dharoro 2,Wali Muhammad Mangrio.,25.6700028,69.1659322,,NRSP,
Mirpurkhas,Kot Ghulam Muhammad,Deghan Burghiri,Deh 222,Dhola Khan Burghiri,25.423907,69.2451325,,NRSP,
Mirpurkhas,Shujabad,Makharn Samo,Munjri,Noor Muhammad Dal,25.4637521,69.0169062,,NRSP,
Mirpurkhas,Shujabad,Makharn Samo,Munjri,Inayat Kot,25.4721863,69.0530764,,NRSP,
Mirpurkhas,Digri,Mir Khuda Bux,190,Akbarabad,25.0561204,69.1530085,,NRSP,
Mirpurkhas,Digri,Mir Khuda Bux,192,Jeo Khan Kaloi,25.0972033,69.179795,,NRSP,
Mirpurkhas,Digri,Mir Fateh Khan Talpur,181,Mir Fateh Khan Talpur,25.1101591,69.1631525,,NRSP,
Mirpurkhas,Digri,Mir Fateh Khan Talpur,181,Haji Qamar Zaman,25.1166639,69.1584952,,NRSP,
Mirpurkhas,Digri,Paban,173,Kot Mir Jan Muhammad,25.173635,69.1077175,,NRSP,
Mirpurkhas,Jhudo,Mir Allah Bachayo,371,Bhalu Bhatti,24.9642893,69.2987419,,NRSP,
Mirpurkhas,Sindhri,Jellani 6,Dharoro 2,Jendo Mangrio,25.6621553,69.1633316,,NRSP,
Mirpurkhas,Sindhri,Jellani 6,Dharoro 2,Barocho Mangrio,25.6624945,69.1678447,,NRSP,
Mirpurkhas,Sindhri,Jellani 6,Potho,Abdullah Mangrio,25.6525451,69.169652,,NRSP,
Mirpurkhas,Jhudo,Mir Allah Bachayo,316,Puhoon Rebari,24.9856284,69.3075163,,NRSP,
Mirpurkhas,Shujabad,Taju Khaskheli,380,Dr Rano Kolhi,25.3801483,69.0237492,,NRSP,
Mirpurkhas,Hussain Bux Marri,Old Mirpur,Deh 119,Bheel Colony,25.5534439,69.0810452,,NRSP,
Mirpurkhas,Jhudo,Roshanabad,375,Ali Mohammad khaskheli,24.893058,69.3483161,,NRSP,
Mirpurkhas,Jhudo,Mir Khuda Bux 2,202,Patel Amb Bheel,25.0167482,69.2607716,,NRSP,
Mirpurkhas,Shujabad,Wadal Shah,Chahoo,Hameer Khaskheli,25.4026186,69.064373,,NRSP,
Mirpurkhas,Shujabad,Khumbri,381,Chodri Nizamdin 381,25.3834472,69.0309359,,NRSP,
Mirpurkhas,Shujabad,Khumbri,381,Syad Qurban Ali Shah,25.3721703,69.0270396,,NRSP,
Mirpurkhas,Jhudo,Roshanabad,318,Jan Muhammad Khoso Kachhi Paro,24.9478656,69.3091193,,NRSP,
Mirpurkhas,Sindhri,Ismael Jo Goth,Jameelani,Haji Ismael Kumbhar,25.7094045,69.1757722,,NRSP,
Mirpurkhas,Jhudo,Roshanabad,318,Kewaro Khan Pitafi,24.9365253,69.3154178,,NRSP,
Mirpurkhas,Jhudo,Bakhur,373,Dhani Bux Khoso,24.9530012,69.32808,,NRSP,
Mirpurkhas,Jhudo,Mir Allah Bachayo,315,Muhammad Shaikh,25.0002506,69.3016782,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,Deh 98,Ghulam Rasool Baloch,25.5965434,68.954783,,NRSP,
Mirpurkhas,Hussain Bux Marri,Khaan,Deh 98,Punhon Khan Maher,25.6002487,68.9430171,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,100,Pir Azeem Shah,25.5752006,68.9920276,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,99,Shavo Bheel,25.5907443,68.9843755,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,99,Fateh Khan Pathan,25.5893566,68.9829861,,NRSP,
Mirpurkhas,Hussain Bux Marri,Peer Azeem Shah,99,Haji Murghai Khan,25.5926203,68.9816193,,NRSP,
Mirpurkhas,Sindhri,Jurbi,133,Ali Nawaz Mahar,25.5886821,69.1336105,,NRSP,
Mirpurkhas,Sindhri,Jurbi,133,Abdul Sattar Halepoto,25.5929606,69.1199001,,NRSP,
Mirpurkhas,Sindhri,Jhurbi,133,Sarfaraz Junenjo,25.5946882,69.108522,,NRSP,
Mirpurkhas,Sindhri,Jhurbi,133,Muhammad Amin Thebo,25.5800976,69.1333905,,NRSP,
Mirpurkhas,Sindhri,Phulhadi,Palango,Punhal Khan Mari,25.6801524,69.2563316,,NRSP,
Mirpurkhas,Sindhri,Samaro,Chari Mangla,Mehmood Rajar,25.7984455,69.1689091,,NRSP,
Mirpurkhas,Sindhri,Jhurbi,137,Photo Kaloi,25.5550409,69.1231028,,NRSP,
Mirpurkhas,Sindhri,Jhurbi,137,Zafar Ullah Jatt,25.5595825,69.1361723,,NRSP,
Mirpurkhas,Jhuddo,Mir Allah Bachayo,371,Muhammad Hashim Kapri,24.9779435,69.3130932,,NRSP,
Mirpurkhas,Jhuddo,Mir Allah Bachayo,315,Kewal Makwana,24.9731401,69.2938995,,NRSP,
Mirpurkhas,Jhuddo,Mir Allah Bachayo,315,Kirshan Makwana,25.0058262,69.3101263,,NRSP,
Mirpurkhas,Sindhri,Phuhladi,Palango,Haji Punhoon Mari,25.6783259,69.2421682,,NRSP,
Mirpurkhas,Jhuddo ,Mir Khuda Bux 2 ,202,Ali Aabad,25.0262414,69.2503173,,NRSP,
