District,Taluka,UC,Deh,Settlement,Latitude,Longitude,Sensitive Receptor (within 200m),SMP,
Kamber Shahdadkot,Qubo saeed Khan,Bago daro ,Seer jamali,Hebat magsi,27.8691812,67.6913703,School,SRSO,
Kamber Shahdadkot,Qubo saeed Khan,Hazar waha,Seer dakhan,Ali Hassan brohi,27.8675409,67.7021744,Petrol pump,SRSO,
Kamber Shahdadkot,Warah,Kalâr,Nawab Kalhoro,khamiso Kalhoro,27.4825204,67.7989256,School,SRSO,
Kamber Shahdadkot,Warah,Kalar,Nawab Kalhoro,Saathi Kalhoro,27.4802042,67.7832163,Mosque,SRSO,
Kamber Shahdadkot,Warah,Khandu,Khandu,Khair Muhammad Shabrani,27.5020479,67.7389056,Mosque,SRSO,
Kamber Shahdadkot,Warah,Khandu,Khandu,Shafi Muhammad Chandio,27.4993396,67.7239466,Mosque,SRSO,
Kamber Shahdadkot,Shahdadkot,Chakayani,Mastoi,Sobdar mastoi,27.8404482,67.9705192,"Mosque, school, canal",SRSO,
Kamber Shahdadkot,Shahdadkot,Seelra,Karyo Ahmad khan,Meer ji nari,27.8235693,67.8971832,Public school,SRSO,
Kamber Shahdadkot,Shahdadkot,Seelra,Koor dato,Koor dato Ward 4,27.8250488,67.9208657,Main road,SRSO,
Kamber Shahdadkot,Warah,Warah,Warah,Abad Bughiya,27.4594202,67.8015942,Masque School ,SRSO,
Kamber Shahdadkot,Warah,Meer Pur,Gull Buriro ,Wali Dino Choliyani ,27.4744238,67.7178408,School ,SRSO,
Kamber Shahdadkot,Miro khan,Nadir abad@ Gul Muhammad chacho,Chello,Abdul majeed khoso,27.6880751,67.9163125,School.masque.,SRSO,
Kamber Shahdadkot,Qubo saeed Khan ,Bago daro ,Jagir ,Qabil khan janweri,27.8309126,67.577533,River ,SRSO,
Kamber Shahdadkot,Qubo saeed Khan,Dhori,Ihsaque,Soomar khoso,27.8852113,67.6740429,City,SRSO,
Kamber Shahdadkot,Nasirabad,Dhamrah,Guko,Hamza chandio,27.3436621,67.9750098,,SRSO,
Kamber Shahdadkot,Nasirabad,Dera,Buth,Faiz Muhammad khokhar,27.3564756,67.9831149,School,SRSO,
Kamber Shahdadkot,Warah,Warah,Warah,Ghulam Hussain Magsi,27.4650219,67.7538332,School,SRSO,
Kamber Shahdadkot,Nasirabad,Meyandad,Khadhri,Ali Bux Chandio,27.3271934,67.8195492,School masque,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed,Nauzman,Raees aitbar khan chandio,27.6083734,67.7886368,Mosque,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed,Bagh,Qaim khan chandio,27.5888209,67.780356,,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed chandio,Bagh,Misri khan chandio,27.5698955,67.7563958,Mosque,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed chandio,Bagh,Yaqoob buriro,27.5640333,67.7591771,Mosque,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed chandio,Noazman,Qaim khan chandio,27.621542,67.7936761,No school no mosque,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed chandio,Nouzman,Muhammad faiq ajbani,27.6214351,67.7870284,School mosque,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed chandio,Nouzman,Shakal ji wahi,27.6194018,67.8022489,School,SRSO,
Kamber Shahdadkot,Mirokhan ,Allahabad ,Baharm Mathiyon ,Ahmed Khan Brohi ,27.7204187,67.9402827,"School, mosque ",SRSO,
Kamber Shahdadkot,Mirokhan,Allahabad,Koor Ibrahim,Faiz Muhammad Janwri,27.7459179,67.8332911,"School, mosque ",SRSO,
Kamber Shahdadkot,Mirokhan ,Allahabad ,Allahabad ,Meer Ahmed Khan Khoso ,27.7151491,67.9054844,Mosque ,SRSO,
Kamber Shahdadkot,Warah,Laalu,Makulani,Misri jaj,27.4915373,67.8675709,Masque,SRSO,
Kamber Shahdadkot,Warah,Yarodero ,Hassan huri,Bahadur Khan mugheri ,27.4519517,67.9339785,Masque ,SRSO,
Kamber Shahdadkot,Warah,Warah,Mangrejo,Dingano khatiyan,27.4485369,67.8703394,Masque,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabeer ahmed chandio,Wakro,Daher khan chandio,27.657975,67.7605583,Masque,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed chandio,Nouzman,Aarab khan chandio,27.6276881,67.7876536,No school no mosque,SRSO,
Kamber Shahdadkot,Qamber,Gaibi dero,Kohistan,Dinar buriro,27.6558139,67.5533572,No school no mosque,SRSO,
Kamber Shahdadkot,Warah,Yaro Dero,Yarodero,Khari,27.5193408,67.9731909,Mosque,SRSO,
Kamber Shahdadkot,Warah,Warah,Magneja,Ali Nawaz Khan,27.4625052,67.8598855,Mosque,SRSO,
Kamber Shahdadkot,Warah,Warah ,Magnejo,kando,27.4690626,67.8499105,School,SRSO,
Kamber Shahdadkot,Warah,Lalu Raunk,Lalu Raunk,Lalu Raunk,27.4985183,67.90662,School ,SRSO,
Kamber Shahdadkot,Qaboo Saeed khan,Hazar wah,Seer dakhan,Ali hussain brohi,27.8493374,67.7008754,,SRSO,
Kamber Shahdadkot,Qubo Saeed khan,Dhori,Isaque,Noor din Brohi,27.9290051,67.7200207,,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed chandio,Bagh,Yaktar buriro,27.5797815,67.7804975,School mosque,SRSO,
Kamber Shahdadkot,Warah,Lalu Raunk,Makulani,Bido Mughri,27.5180535,67.900747,Mosque,SRSO,
Kamber Shahdadkot,Warah,Kalar,Nawab Kalhoro,Bisharat Kalhoro,27.4876969,67.7847423,,SRSO,
Kamber Shahdadkot,Warah,Abad,Abad,Hussain Abad,27.4428412,67.8508523,Mosque,SRSO,
Kamber Shahdadkot,Kamber,Koor Kamal,Koor Hassan ,Raise Panjal Qasmani,27.7653391,67.9477054,Masjid,SRSO,
Kamber Shahdadkot,Warah,Warah,Warah,Mamtazabad,27.4315927,67.8009811,Masque,SRSO,
Kamber Shahdadkot,Warah,Warah,Mangrejo,Pir Bux mangrejo,27.4701311,67.8561387,Masque,SRSO,
Kamber Shahdadkot,Warah,Laalu,Laalu,Khair Muhammad wako,27.5256152,67.9118109,School masque,SRSO,
Kamber Shahdadkot,Warah,Laalu,Laalu,Dengal machi,27.5088391,67.9035164,Masque,SRSO,
Kamber Shahdadkot,Warah,Town Gaji,Aanhoo,Bhan Lar,27.3480776,67.7589186,School Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Miandad,Damrah,Jaan Muhammad chinjni,27.3448291,67.8959156,School mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Miandad ,Aadi lashari,Miandad chainjni,27.3493651,67.8866903,School,SRSO,
Kamber Shahdadkot,Kamber,Koor Kamal,Koor Suleman,Garhi Raza Muhammad,27.6541097,67.849816,Mosque,SRSO,
Kamber Shahdadkot,Warah,Kalar,Kalar,Maid Shaheed,27.4985452,67.7912433,Mosque ,SRSO,
Kamber Shahdadkot,Warah,Kalar,Kalar,Muhammad Laiq chandio,27.5240674,67.7919604,School ,SRSO,
Kamber Shahdadkot,Kamber,Koor Kamal,Koor Suleman,Koor Suleman,27.6625886,67.8359195,"Mosque , School",SRSO,
Kamber Shahdadkot,Kamber ,Rawanti ,Rawanti ,Kot Ghulam shah ,27.6554676,68.0302813,,SRSO,
Kamber Shahdadkot,Shahdadkot,Chakiyani,Kario sobdar,Chakiyani,27.8342221,67.9804377,Main road ,SRSO,
Kamber Shahdadkot,Shahdadkot ,Chakiyani,Kario sobdar ,Qaim Khan mastoi,27.849624,67.9402534,City,SRSO,
Kamber Shahdadkot,Warah,Yarodero ,Jani band,Dato tewno ,27.4536171,67.9179799,School ,SRSO,
Kamber Shahdadkot,Warah ,Yarodero ,Yarodero ,Aali khabar ,27.4937819,67.9767869,Masque ,SRSO,
Kamber Shahdadkot,Warah,Yarodero,Yarodero,Yarodero,27.5006794,67.9550683,Masque,SRSO,
Kamber Shahdadkot,Warah,Yarodero,Yarodero,Phoro lakha,27.5108533,67.9411231,Masque,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Jatoi,Gul beg jatoi,28.055704,67.9860837,,SRSO,
Kamber Shahdadkot,Shahdadkot,Seelra,Seelra,Muhammad Saleh lashari,27.8544715,67.9193878,Main road,SRSO,
Kamber Shahdadkot,Kamber ,Dost Ali ,Chacha ,fazal Muhammad Bughrani ,27.6330979,67.9272337,School masjid ,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Kariyo Murad Ali ,Ahmed Shabrani ,27.6474734,67.8250296,Masjid lake ,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Waryaso ,Ameer Bux Chandio ,27.6368685,67.8180839,,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Koor Hassan ,Muhammad Ilyas Chandio ,27.677596,67.8239103,,SRSO,
Kamber Shahdadkot,Qamber,Boohar,Puna,Kounr,27.549537,67.8442092,School mosque,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed chandio,Nouzman,Nihal khan chandio,27.6295216,67.776009,Mosque,SRSO,
Kamber Shahdadkot,Warah,Kalar,Kalar,Zafar Abad,27.528469,67.8124997,Mosque,SRSO,
Kamber Shahdadkot,Warah,Kalar,Kalar,Imdad Hussain Cholyani,27.4846449,67.7519869,Mosque,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Markhand,Suleman markhand,27.932006,67.9824768,Main road,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Koor Suleiman ,Gul Hassan Chandio ,27.6688904,67.8270463,Masjid ,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Koor Suleiman ,Muhammad Suleiman Chandio ,27.6702758,67.8326563,Mosque but it is collapsed ,SRSO,
Kamber Shahdadkot,Nasirabad,Miandad,Jalbani,Allah Rakhyo Jalbani,27.344739,67.8404395,"School ,mosque,",SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Koor Suleiman ,suhbat Chandio ,27.6621258,67.8294495,,SRSO,
Kamber Shahdadkot,Nasirabad,Monder Lakha,Lakha,Saeed khan phulpoto,27.4090776,67.8737076,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Monder Lakha,Lakha,Monder Lakha,27.4107628,67.8640271,School,SRSO,
Kamber Shahdadkot,Qamber,Boohar,Banghar acha,Muhammad bux brohi,27.5674771,67.8547746,,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed,Bagh,Buthi lashkar khan,27.5800051,67.758701,School mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Choadero,Thariri Hashim,Sobdar Jatoi,27.4542285,67.9640883,School,SRSO,
Kamber Shahdadkot,Shahdadkot,Seelra,Koor dato,Koor dato ward 5,27.8265398,67.9186426,Na,SRSO,
Kamber Shahdadkot,Shahdadkot,Chakyani,Dhing,"Dhing
",27.8426277,67.9316836,Canal,SRSO,
Kamber Shahdadkot,Shahdadkot,Meero khan,Leghari,Rustam leghari,27.9236072,68.0119186,Main road,SRSO,
Kamber Shahdadkot,Shahdadkot,Aitbar Khan chandio,Koor kari,Sain rakhyo,27.8578846,67.9190152,,SRSO,
Kamber Shahdadkot,Shahdadkot,Aitbar Khan chandio,Gurgej,Abdul wahid brohi,27.8563112,67.8992676,Main road,SRSO,
Kamber Shahdadkot,Nasirabad,Dera,Dera,Sattar dino sheikh,27.4186325,67.9719303,Mosque,SRSO,
Kamber Shahdadkot,Warah,Yarodero,Paichuha,Geo Khan mugheri,27.5076523,67.9294041,Masque,SRSO,
Kamber Shahdadkot,Warah,Yarodero,Yarodero,Banho Khan mugheri,27.4796647,67.9653136,Masque,SRSO,
Kamber Shahdadkot,Warah,Yarodero,Waggan,Khatin Khan mugheri,27.4825034,67.9708248,Masque,SRSO,
Kamber Shahdadkot,Kamber ,Lakha ,Lakha ,Faqeer Muhammad Depar ,27.638239,67.9689247,,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Koor Suleiman ,Menhal Shah ,27.6576556,67.8712705,,SRSO,
Kamber Shahdadkot,Kamber ,Dost Ali ,Koor Hassan ,Muhammad Khan Khoso ,27.6811492,67.8712127,,SRSO,
Kamber Shahdadkot,Shahdadkot,Hazar waha,H,Mithal khoso,27.8501455,67.9018758,Petrol pump,SRSO,
Kamber Shahdadkot,Qubo saeed Khan ,Dhori,Dur Muhammad ,Muhammad bux brohi ,27.8713013,67.6302725,Main road ,SRSO,
Kamber Shahdadkot,Qubo saeed Khan ,Bago daro ,Seer chandio,Ghulam farooq khokhar ,27.871454,67.696586,Canal,SRSO,
Kamber Shahdadkot,Qubo saeed Khan,Dhori,Dur Muhammad,Lal Khan chandio,27.871454,67.696586,Main road ,SRSO,
Kamber Shahdadkot,Qubo saeed Khan ,Dhori ,Dur Muhammad ,Jani baig khoso ,27.8698763,67.6995665,Main road ,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed chandio,Wakro,Afzal khan chandio,27.650733,67.7675681,Mosque,SRSO,
Kamber Shahdadkot,Qamber,Shabir ahmed chandio,Dheeru,Shahmurad chandio,27.6850212,67.7835891,Mosque ' river,SRSO,
Kamber Shahdadkot,Nasirabad,Monder Lakha,Lakha,Pir Muhammad Phulpoto,27.3849813,67.8723446,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Miandad Chinjni,Khadahri,Waryo Peer,27.3389759,67.8459981,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Miandad Chinjni,Khadahri,Dildar Khoso,27.3376483,67.8470031,Mosque,SRSO,
Kamber Shahdadkot,Warah,Khando,Potho,Imran abad,27.5297017,67.780675,School,SRSO,
Kamber Shahdadkot,Nasirabad,Miandad Chinjni,Khadahri,Nabi Bux Kandhro,27.3327511,67.9023979,Mosque,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Jarwar,Jeand jarwar,27.92329,67.95726,Main road,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Markhand,Ahmad bhatti,27.9674918,67.9737877,,SRSO,
Kamber Shahdadkot,Qubo saeed Khan,Dhori,Town,Horan muhalla,27.8748,67.7081353,Na,SRSO,
Kamber Shahdadkot,Qubo saeed Khan,Hazar waha,Seer markhand ,Mir Aijaz brohi,27.8549793,67.6977037,City,SRSO,
Kamber Shahdadkot,Qubo saeed Khan,Dhori,Town,Qalanderani muhalla,27.8735691,67.7070176,Na,SRSO,
Kamber Shahdadkot,Qubo saeed Khan,Dhori,Town,Kambho muhalla,27.871454,67.696586,Petrol pump,SRSO,
Kamber Shahdadkot,Nasirabad,Dera,Wasu Kalhora,Wasu Kalhora,27.395109,67.9526313,School,SRSO,
Kamber Shahdadkot,Qubo saeed Khan,Hazar waha,H,Kot shahbaig,27.8695572,67.7345871,Petrol pump,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed,Dheeru,Jamal khan chandio,27.6959626,67.7810287,School mosque canal,SRSO,
Kamber Shahdadkot,Qamber,Nawab shabir ahmed,Dheeru,Long khan chandio,27.6816285,67.762492,School mosque,SRSO,
Kamber Shahdadkot,Qamber,Kalar,Kalar,Qaim khan shaikh fall,27.6040891,67.9356753,School mosque,SRSO,
Kamber Shahdadkot,Qamber,Pahnwaro,Waryaso,Mathyan boohar,27.6292925,67.8269746,Mosque,SRSO,
Kamber Shahdadkot,Qubo saeed Khan,Qubo saeed khan tc,Town,Khadim muhalla,27.874516,67.7085079,Na,SRSO,
Kamber Shahdadkot,Qubo saeed Khan ,Bago daro ,Mugheri,Noordin mugheri,27.8806013,67.6217041,Canal ,SRSO,
Kamber Shahdadkot,Kamber ,Dost Ali ,Dost Ali ,Shah Rakhio Janwari ,27.6664714,67.9029223,,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Waryaso ,Mian Ali Sher Chandio ,27.6731583,67.8199925,,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Waryaso ,Dhani Bux Chandio ,27.6734895,67.7851929,,SRSO,
Kamber Shahdadkot,Nasirabad,Dhamrah,Kathia Muhala,Imam Bux Bhand,27.3905838,67.9459364,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Muradi,Gul Sanghru,Gul Sanghru,27.4102634,67.947078,Mosque,SRSO,
Kamber Shahdadkot,Qubo saeed Khan,Dhori,Samandar ,Muhalla Hussain abad,27.903685,67.6146259,Petrol pump,SRSO,
Kamber Shahdadkot,Qubo saeed Khan ,Dhori,Samandar ,Dur Muhammad magsi,27.9014248,67.6727426,City,SRSO,
Kamber Shahdadkot,Nasirabad,Dhamraho,Kathia Bazar,Sadiq Ganwas,27.3876082,67.9329875,School,SRSO,
Kamber Shahdadkot,Nasirabad,Dhamraho,Kathia Bazar,Golo Ganwas,27.3888187,67.9280665,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Miandad Chinjini,Jalbani,Rahmoon khoso,27.3733003,67.8330591,School,SRSO,
Kamber Shahdadkot,Nasirabad,Miandad Chinjini,Jalbani,Lal Bux Khoso,27.3795175,67.8412878,Mosque,SRSO,
Kamber Shahdadkot,Qamber,Gaibi  dero,Kohistan,Muhammad sulaiman chandio,27.5683131,67.6072454,No school no mosque,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Jatoi,Drib Muhllah,27.8499625,67.9028542,Mosque school,SRSO,
Kamber Shahdadkot,Shahdadkot,Jamali,Bhutta,Aitbar Khan brohi,27.9356861,67.9395082,Canal,SRSO,
Kamber Shahdadkot,Warah,Yarodero,Pacheuha,Jalal Khan mugheri,27.513023,67.9395848,Masque school,SRSO,
Kamber Shahdadkot,Warah,Noor Abad,Bukeja,Umeed Ali jatoi,27.4771395,67.8601172,Masque,SRSO,
Kamber Shahdadkot,Warah,Warah,Warah,Khair Muhammad khoso,27.4496923,67.7481217,Masque,SRSO,
Kamber Shahdadkot,Warah,Warah,Warah,Kaman junejo,27.428591,67.8401745,Masque,SRSO,
Kamber Shahdadkot,Warah,Warah,Mangrejo,Drib mangrejo,27.465512,67.8764043,Masque,SRSO,
Kamber Shahdadkot,Warah,Yarodero,Yarodero,Baran,27.5200749,67.9511,Masque school,SRSO,
Kamber Shahdadkot,Warah,Yarodero,Band jani,Jani band,27.4251207,67.926947,Masque school,SRSO,
Kamber Shahdadkot,Warah ,Warah,Warah,Rasool Bux Brohi ,27.4655147,67.7617891,Masque ,SRSO,
Kamber Shahdadkot,Nasirabad,Muradi,Muradi,Hetam Sohu,27.4193425,67.9088658,Mosque Schooo,SRSO,
Kamber Shahdadkot,Nasirabad,Lakha,Monder lakha,Fateh Muhammad Phulpoto,27.3853867,67.8687067,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Muradi,Muradi,Sawali Wahoocho,27.4215436,67.8607628,Mosque School,SRSO,
Kamber Shahdadkot,Nasirabad,Monder Lakha,Phekhratho,Fateh Khan Phulpoto,27.4141883,67.8500212,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Monder Lakha,Phekhratho,Ghulam Nabi Phulpoto,27.4022355,67.8269992,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Monder Lakha,Phekhratho,Garho Phulpoto,27.398401,67.8472114,Mosque,SRSO,
Kamber Shahdadkot,Warah,Kalar,Nawab kalhoro,Rato kalhoro,27.4796481,67.793839,School ,SRSO,
Kamber Shahdadkot,Warah,Town Gaji,Anhoo,Abbas Ali Lar,27.3307862,67.7780006,"School, Mosque",SRSO,
Kamber Shahdadkot,Warah,Hamal,Hamal,Hamal,27.3852752,67.6191706,"School ,Masque,Lake",SRSO,
Kamber Shahdadkot,Warah,Hamal,Hamal,Gahi Khan Chandio,27.3454463,67.6163552,School Mosque,SRSO,
Kamber Shahdadkot,Warah,Meer Pur,Hamid wah,Shafi Muhammad Chhutto,27.427725,67.7194638,"Mosque, School",SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Kario Murad Ali ,Hyder Murree,27.6543582,67.8231894,,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Kario Murad Ali ,Bhawal Khan Jattak ,27.6569333,67.8219583,,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Waryaso ,Sohrab Khan Chandio ,27.6339424,67.8161304,,SRSO,
Kamber Shahdadkot,Warah,Yarodero,Yarodero,Mahi Darban,27.460995,67.9204549,Masque. School,SRSO,
Kamber Shahdadkot,Warah,Laalu ,Makulani,Muhammad Punhal Buledi ,27.4838106,67.8630049,Masque ,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Waryaso ,Ghulam Muhammad Chandio ,27.6305012,67.8121721,,SRSO,
Kamber Shahdadkot,Nasirabad,Muradi,Muradi,Raazi Jhatyal,27.3699642,67.9024147,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Muradi,Muradi,Lodhi Masan,27.3705503,67.9014457,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Dhamraho,Kathia Bazar,Muhammad Panah Chandio,27.3601248,67.9165924,Mosque,SRSO,
Kamber Shahdadkot,Kamber,Ranwti,Ranwti,Ranwti,27.6829183,68.0392593,,SRSO,
Kamber Shahdadkot,Kamber,Chajira,Essa,Kachi Khan Magsi,27.628617,68.0225046,,SRSO,
Kamber Shahdadkot,Warah,Kalar,Kalar,Ghulam Rasool Brohi,27.5121454,67.8127201,School ,SRSO,
Kamber Shahdadkot,Kamber ,Abri,Aheer,Yes,27.58131,68.0971226,,SRSO,
Kamber Shahdadkot,Warah,Khandu,Potho,Bakhat Ali chandio,27.5507829,67.7832697,Masque,SRSO,
Kamber Shahdadkot,Nasirabad,Dhamrah,Guko,Mustafa abad,27.339999,67.9742631,"Mosque,school",SRSO,
Kamber Shahdadkot,Nasirabad,Dhamrah,Aadi dhamrah,Dost Muhammad kandhra,27.3293924,67.9005705,Mosque,SRSO,
Kamber Shahdadkot,Nasirabad,Miandad chinjni,Khadhari,Arzi Depar,27.313424,67.8447285,"School,mosque",SRSO,
Kamber Shahdadkot,Kamber,Dost Ali,Aacha,Maluke Buledi,27.6294667,67.8929167,,SRSO,
Kamber Shahdadkot,Kamber,Dost Ali,Aacha,Muhammad bux Magsi,27.6115466,67.9176746,,SRSO,
Kamber Shahdadkot,Kamber,Lakha,Lakha,Peer Muhammad lakho,27.6174362,67.9813705,,SRSO,
Kamber Shahdadkot,Kamber ,Dost Ali ,Koor Suleiman ,Dildar Supro ,27.6609102,67.8718326,,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Waryaso ,ABDUL WAHID CHANDIO ,27.6637761,67.8118752,,SRSO,
Kamber Shahdadkot,Kamber ,Koor Kamal ,Waryaso ,Yar Muhammad Chandio ,27.6512867,67.8190567,,SRSO,
Kamber Shahdadkot,Qubo saeed Khan,Dhori,Ihsaque ,Mir Karam khan brohi,27.8862248,67.7099981,City ,SRSO,
Khairpur,Faiz gunj,Akri,Akri,Gulan Burdi,26.925891,68.3954245,,SRSO,
Khairpur,Faiz ganj,Akri,Akri,Safar burdi,27.3404236,68.7069154,,SRSO,
Khairpur,Nara,Pir Ab Qadir,Kathore,Chuttal Sodhro,27.0200753,68.9164627,,SRSO,
Khairpur,Nara,Pir Ab Qadir,Kathore,Bahram Mallah,27.0052936,68.9213288,,SRSO,
Khairpur,Nara,Rabnawaz Wasan,Kathore,Jamal Din Chana,26.9900418,68.9040598,,SRSO,
Khairpur,Nara,Pir Ab Qadir,Nasrullah,Kareem Dino Shar,26.9113865,68.940145,,SRSO,
Khairpur,Nara,Dodo Aradin,Ghulam Hussain,Jan Muhammad Rajar,27.1151019,68.9996442,,SRSO,
Khairpur,Faiz ganj,Akri,Akri,Sachal Shar,26.96367,68.410484,,SRSO,
Khairpur,Faiz ganj,Akri,Akri,Nehal Sangi,26.9268275,68.4164914,,SRSO,
Khairpur,Faiz Ganj,Akri,Akri,Naly chango,26.9641769,68.4015089,,SRSO,
Khairpur,Faiz gunj,Akri,Akri,Mahi khan shar,26.96643,68.4023,,SRSO,
Khairpur,Nara,Rabnawaz wasan,Kathore,Mitho Mino,26.9894233,68.917137,,SRSO,
Khairpur,Faiz Ganj,Akri,Akri,Allah rakhyo sangi,26.9363978,68.3932714,,SRSO,
Khairpur,Faizganj,Akri,Akri,Koro sangi,26.9318938,68.4057873,,SRSO,
Khairpur,Faiz Ganj,Akri,Akri,Muhammad Khan shar,26.9478994,68.4336147,,SRSO,
Khairpur,Faiz Ganj,Akri,Akri,Khan Muhammad,26.9436443,68.4330764,,SRSO,
Khairpur,Nara,Sikandar Abad,Gendahu,Syed Budhal shah,27.1932149,69.0302092,,SRSO,
Khairpur,Nara,Sikandar Abad,Gendahu,Khair Muhammad bhanbhro,27.2006981,69.061317,,SRSO,
Khairpur,Nara,Sikandar Abad,Gendahu,Jalal Din Bhanbhro,27.1936447,69.0679515,,SRSO,
Khairpur,Nara,Sikandar Abad,Chachiro,Qadir Bux mangrio,27.1920556,69.0720515,,SRSO,
Khairpur,Nara,Dodo Aradin,Kalahoo,Noor Mustafa Shah,27.0738278,69.0563411,,SRSO,
Khairpur,Faiz Ganj,Akri,Akri,Amir bux khakhly,26.939972,68.426944,,SRSO,
Khairpur,Faiz Ganj,Akri,Akri,Allah wadhayo rajpar,26.9242857,68.3859392,,SRSO,
Khairpur,Faiz Ganj,Akri,Akri,Ramzan Awan,26.9214705,68.4035466,,SRSO,
Khairpur,Nara,Sikandar Abad,Gendahu,Muhammad Bux Shar,27.1983517,69.0225325,,SRSO,
Khairpur,Nara,Rabnawaz Wasan,Kathore,Asad Abad,26.9960076,68.907579,,SRSO,
Khairpur,Nara,Rabnawaz Wasan,Kathore,Jumo Khan Soomro,27.0070389,68.9126529,,SRSO,
Khairpur,Nara,Rabnawaz Wasan,Kathore,Ghulam Khan Soomro,27.0015341,68.9168544,,SRSO,
Khairpur,Nara,Rabnawaz Wasan,Kathore,Bux Ali Shar,27.0292827,68.925744,,SRSO,
Khairpur,Nara,Rabnawaz Wasan,Kathore,Datar Dino Mallah,27.0359793,68.9328697,,SRSO,
Khairpur,Nara,Dodo Aradin,Ghulam Hussain,Malhar bhanbhro,27.0823936,69.0135733,,SRSO,
Khairpur,Ranipur,Haji Muhammad Tahir khuhro,Bindi Motayo,Bindi Motayo,27.3362503,68.3760387,,SRSO,
Khairpur,Faiz Ganj,Khosh Khair Mohammed,Abdullah Hesbani,Koro khokhar,26.915139,68.4218204,,SRSO,
Khairpur,Faiz Ganj,Khosh Khair Mohammed,Abdullah,Fateh pour,26.8988126,68.4191651,,SRSO,
Khairpur,Nara,Dodo Aradin,Ghulam Hussain,Kamal Faqeer Bhanbhro,27.08706,69.0138601,,SRSO,
Khairpur,Nara,Dodo Aradin,Ghulam Hussain,Shahmeer Mehrani,27.1239182,69.0030335,,SRSO,
Khairpur,Nara,Town Comittee Chundiko,Ward,Yusif Panhiyar,27.0762366,68.9386463,,SRSO,
Khairpur,Nara,Town Comittee Chundiko,Ward 06,Ali Abad Rid,27.0837426,68.9582161,,SRSO,
Khairpur,FaizGanj,Akri,Allah waraio,Ali Sher Shar,26.9552722,68.4430846,,SRSO,
Khairpur,Faiz Ganj,Akri,Allah warayo chana,Peroz Shar,26.9549795,68.4400263,,SRSO,
Khairpur,Nara,Rabnawaz Wasan,Lemo Rajpar,Ghulam Ali bhatti,26.9764308,68.922322,,SRSO,
Khairpur,Gambat,Khamtia,Kherodero,Qaim den huliyo,27.2839367,68.5051404,,SRSO,
Khairpur,Gambat,Khamtia,Khero dero,Badal khuhro,27.4530175,68.4164183,,SRSO,
Khairpur,Gambat,Khamtia,Kherodero,Mujahad,27.4799045,68.4264737,,SRSO,
Khairpur,Nara,Sikandar Abad,Saido,Piyaro khan Mari,27.1695292,69.0389608,,SRSO,
